year,district,demcount,grncount,lbtcount,gopcount,othcount,totcount,delta.prod,prod,delta.pror,pror
2014,19,29917,,732,13525,30369,74549,-0.281,40.131,-0.182,18.142
2014,20,31192,,1066,41612,39353,113234,-0.237,27.546,-0.211,36.749
2014,21,31902,,768,43125,40537,116342,-0.179,27.421,-0.237,37.067
2014,22,29121,,743,60052,44746,134670,-0.152,21.624,-0.268,44.592
2014,23,31304,,1014,67523,51492,151343,-0.142,20.684,-0.234,44.616
2014,24,34421,,1123,21088,32252,88896,-0.219,38.721,-0.051,23.722
2014,25,25931,,1040,56751,39872,123613,-0.156,20.978,-0.246,45.910
2014,26,27784,,1262,21590,35965,86617,-0.290,32.077,-0.259,24.926
2014,27,36800,,677,10772,30205,78460,-0.178,46.903,-0.114,13.729
2014,28,34772,,1176,49094,38701,123757,-0.177,28.097,-0.199,39.670
2014,29,26740,,848,13476,26964,68030,-0.302,39.306,-0.139,19.809
2014,30,25740,,787,14765,25780,67075,-0.252,38.375,-0.166,22.013
2013.75,1,23888,210,956,60400,41894,127361,-0.134,18.756,0.051,47.424
2013.75,2,36918,162,563,21154,29974,88781,-0.252,41.583,-0.243,23.827
2013.75,3,41012,612,745,14220,27238,83837,-0.370,48.919,-0.160,16.961
2013.75,4,31582,102,586,19063,29808,81148,-0.333,38.919,-0.223,23.492
2013.75,5,25318,125,629,48991,45739,120812,-0.224,20.957,-0.285,40.551
2013.75,6,30725,336,1013,43015,37689,112786,-0.295,27.242,0.363,38.139
2013.75,7,62259,107,655,22834,32644,118503,-0.224,52.538,-0.061,19.269
2013.75,8,28665,90,481,23951,28315,81506,-0.445,35.169,-0.170,29.386
2013.75,9,41578,500,995,36543,34162,113784,-0.142,36.541,-0.247,32.116
2013.75,10,41532,397,906,37470,34313,114630,-0.154,36.231,-0.127,32.688
2013.75,11,30496,152,816,45029,38396,114897,-0.205,26.542,-0.333,39.191
2013.75,12,24809,137,1012,60402,42252,128624,-0.164,19.288,-0.334,46.960
2013.75,13,24378,83,701,41418,36216,102802,-0.219,23.714,-0.391,40.289
2013.75,14,34524,186,710,48837,39637,123906,-0.104,27.863,-0.104,39.415
2013.75,15,28078,148,1019,54162,42379,125805,-0.163,22.319,-0.359,43.052
2013.75,16,24240,119,805,43743,42077,111003,-0.198,21.837,-0.340,39.407
2013.75,17,30651,139,963,48092,44870,124735,-0.173,24.573,-0.295,38.555
2013.75,18,38807,253,1274,49349,46198,135896,-0.173,28.556,-0.365,36.314
2013.75,19,29742,67,713,13486,29585,73597,-0.343,40.412,-0.297,18.324
2013.75,20,31056,194,1032,41313,38174,111778,-0.211,27.784,-0.374,36.960
2013.75,21,31664,100,742,42798,39411,114726,-0.232,27.600,-0.358,37.305
2013.75,22,28896,92,716,59529,43459,132699,-0.177,21.776,-0.330,44.860
2013.75,23,31156,136,980,67097,50225,149604,-0.100,20.826,-0.352,44.850
2013.75,24,34749,272,1116,21215,31876,89239,-0.352,38.939,-0.294,23.773
2013.75,25,25810,162,995,56370,38777,122130,-0.134,21.133,-0.365,46.156
2013.75,26,27661,271,1248,21523,34743,85461,-0.304,32.367,-0.372,25.185
2013.75,27,36920,105,681,10856,29852,78419,-0.405,47.080,-0.172,13.844
2013.75,28,34605,195,1158,48796,37624,122391,-0.210,28.274,-0.343,39.869
2013.75,29,26650,50,848,13422,26311,67284,-0.289,39.608,-0.281,19.948
2013.75,30,25719,99,787,14767,25208,66583,-0.249,38.627,-0.414,22.178
2013.5,1,24569,224,948,61615,42692,130064,-0.143,18.890,-0.165,47.373
2013.5,2,37210,112,573,21409,29631,88944,-0.167,41.835,-0.173,24.070
2013.5,3,42075,470,758,14616,27435,85365,-0.274,49.288,-0.049,17.122
2013.5,4,31670,90,568,19134,29216,80684,-0.308,39.252,-0.150,23.715
2013.5,5,25359,126,606,48893,44734,119728,-0.349,21.181,0.354,40.837
2013.5,6,32290,376,1050,44297,39243,117263,-0.231,27.536,-0.213,37.776
2013.5,7,62833,105,669,23019,32459,119088,-0.278,52.762,-0.066,19.329
2013.5,8,28615,90,450,23747,27443,80347,-0.436,35.614,-0.027,29.556
2013.5,9,43146,421,993,38065,34988,117619,-0.065,36.683,-0.167,32.363
2013.5,10,42780,325,907,38582,34970,117574,-0.134,36.386,-0.162,32.815
2013.5,11,30960,141,788,45750,38106,115752,-0.106,26.747,-0.197,39.524
2013.5,12,24726,131,966,60116,41159,127110,-0.152,19.452,-0.227,47.294
2013.5,13,24289,81,678,41285,35147,101488,-0.255,23.933,-0.193,40.680
2013.5,14,35127,181,677,49637,39970,125603,-0.150,27.967,-0.069,39.519
2013.5,15,28207,147,997,54468,41633,125469,-0.129,22.481,-0.132,43.412
2013.5,16,24215,113,771,43679,41097,109893,-0.265,22.035,-0.206,39.747
2013.5,17,30601,139,935,48043,43926,123663,-0.179,24.745,-0.176,38.850
2013.5,18,39015,253,1222,49811,45487,135802,-0.181,28.729,-0.137,36.679
2013.5,19,29514,61,701,13485,28653,72418,-0.423,40.755,0.059,18.621
2013.5,20,31171,188,989,41570,37421,111347,-0.146,27.994,-0.134,37.334
2013.5,21,31757,95,717,42975,38551,114104,-0.217,27.832,-0.264,37.663
2013.5,22,28927,89,688,59547,42513,131769,-0.105,21.953,-0.249,45.190
2013.5,23,31156,136,937,67299,49349,148887,-0.107,20.926,-0.238,45.201
2013.5,24,34944,275,1110,21404,31194,88936,-0.380,39.291,0.001,24.067
2013.5,25,25878,160,955,56605,38065,121678,-0.215,21.268,-0.221,46.520
2013.5,26,27661,271,1206,21638,33878,84667,-0.406,32.670,0.168,25.557
2013.5,27,36865,103,665,10881,29117,77634,-0.440,47.486,0.172,14.016
2013.5,28,34858,189,1134,49209,36973,122375,-0.177,28.485,-0.117,40.212
2013.5,29,26519,52,836,13446,25613,66469,-0.505,39.897,0.169,20.229
2013.5,30,25689,97,787,14929,24574,66079,-0.319,38.876,0.062,22.593
2013.25,1,24717,226,900,61735,42270,129864,-0.074,19.033,-0.130,47.538
2013.25,2,37328,107,570,21545,29315,88871,-0.081,42.002,-0.234,24.243
2013.25,3,42224,398,751,14628,27183,85193,-0.251,49.563,-0.115,17.170
2013.25,4,31670,89,447,19105,28738,80056,-0.274,39.560,-0.229,23.865
2013.25,5,26947,131,625,50670,46781,125164,-0.206,21.529,0.050,40.483
2013.25,6,32292,365,1027,44178,38425,116293,0.008,27.768,-0.151,37.989
2013.25,7,62880,100,672,22994,31905,118553,0.084,53.040,-0.131,19.396
2013.25,8,29008,91,432,23804,27128,80465,-0.370,36.050,-0.089,29.583
2013.25,9,43546,408,969,38548,35022,118501,-0.160,36.747,-0.174,32.530
2013.25,10,43209,311,894,39018,34877,118318,-0.200,36.519,-0.192,32.977
2013.25,11,31215,141,761,46174,37947,116246,-0.098,26.853,-0.263,39.721
2013.25,12,24604,127,890,59641,40228,125502,-0.088,19.604,-0.247,47.522
2013.25,13,24340,76,578,41129,34494,100627,-0.164,24.188,-0.279,40.873
2013.25,14,35602,179,664,50127,40041,126622,-0.123,28.117,-0.168,39.588
2013.25,15,28439,149,983,54769,41425,125779,-0.094,22.610,-0.174,43.544
2013.25,16,24361,112,709,43645,40398,109242,-0.158,22.300,-0.264,39.953
2013.25,17,30528,136,883,47801,43114,122484,-0.120,24.924,-0.272,39.026
2013.25,18,39150,248,1156,49855,44997,135417,-0.125,28.911,-0.208,36.816
2013.25,19,29715,61,688,13395,28300,72163,-0.160,41.178,-0.267,18.562
2013.25,20,31418,195,929,41832,37263,111647,-0.095,28.140,-0.322,37.468
2013.25,21,31707,93,673,42874,37689,113042,-0.153,28.049,-0.190,37.927
2013.25,22,28782,87,651,59292,41668,130486,-0.086,22.058,-0.177,45.439
2013.25,23,31086,132,889,67157,48522,147796,-0.069,21.033,-0.225,45.439
2013.25,24,35488,283,1028,21528,31120,89455,-0.166,39.671,-0.317,24.066
2013.25,25,25941,161,825,56442,37371,120755,0.003,21.482,-0.427,46.741
2013.25,26,27657,276,1042,21229,33399,83615,-0.215,33.077,-0.335,25.389
2013.25,27,37392,102,621,10801,29102,78021,-0.226,47.926,-0.182,13.844
2013.25,28,35252,188,1079,49602,36862,122993,-0.054,28.662,-0.291,40.329
2013.25,29,26772,51,813,13293,25333,66265,-0.262,40.401,-0.300,20.060
2013.25,30,25901,96,777,14889,24417,66082,-0.221,39.195,-0.384,22.531
2013,1,24912,223,890,62151,42191,130382,-0.108,19.107,-0.172,47.668
2013,2,37436,103,562,21774,29074,88956,0.080,42.084,-0.060,24.477
2013,3,42414,380,743,14718,26881,85145,0.177,49.814,-0.112,17.286
2013,4,31518,89,430,19064,28016,79124,-0.260,39.834,0.215,24.094
2013,5,27570,139,632,51287,47206,126844,-0.160,21.735,-0.100,40.433
2013,6,33191,371,1066,45602,39333,119567,-0.034,27.759,-0.304,38.139
2013,7,64049,110,698,23617,32473,120948,0.070,52.956,-0.133,19.527
2013,8,29385,92,430,23940,26833,80682,0.244,36.421,-0.012,29.672
2013,9,43786,398,948,38799,34700,118639,0.141,36.907,-0.134,32.703
2013,10,43426,299,876,39228,34427,118265,0.008,36.719,-0.122,33.170
2013,11,31328,141,749,46478,37538,116242,0.017,26.951,-0.199,39.984
2013,12,24528,126,859,59500,39533,124557,0.051,19.692,-0.210,47.769
2013,13,24235,72,553,40954,33698,99519,0.005,24.352,-0.180,41.152
2013,14,36006,178,658,50690,39961,127503,-0.133,28.239,-0.099,39.756
2013,15,28493,152,975,54864,40997,125495,-0.084,22.704,-0.272,43.718
2013,16,24367,109,683,43635,39691,108501,-0.112,22.458,-0.115,40.216
2013,17,30465,133,806,47805,42418,121647,0.084,25.044,-0.456,39.298
2013,18,39205,248,1144,49990,44423,135022,0.088,29.036,-0.483,37.024
2013,19,29285,60,658,13339,27500,70844,0.199,41.337,-0.347,18.829
2013,20,31407,191,909,42035,36680,111232,0.046,28.236,-0.420,37.790
2013,21,31747,95,641,42910,37174,112572,-0.038,28.202,-0.250,38.118
2013,22,28770,90,633,59267,41158,129925,-0.074,22.144,-0.184,45.616
2013,23,31126,133,870,67356,48008,147503,-0.033,21.102,-0.282,45.664
2013,24,35383,281,988,21656,30502,88818,0.002,39.838,-0.393,24.382
2013,25,25837,156,799,56737,36742,120286,-0.034,21.480,-0.421,47.168
2013,26,27425,271,984,21191,32494,82378,-0.057,33.292,-0.543,25.724
2013,27,37215,101,607,10840,28522,77288,0.129,48.151,-0.215,14.025
2013,28,35279,176,1054,49905,36433,122857,-0.034,28.715,-0.495,40.620
2013,29,26556,52,808,13297,24591,65307,0.208,40.663,-0.388,20.361
2013,30,25654,97,759,14914,23659,65085,0.128,39.416,-0.486,22.915
2012.75,1,24406,212,838,60763,40782,127013,-0.053,19.215,-0.106,47.840
2012.75,2,37005,101,557,21617,28813,88099,0.229,42.004,-0.208,24.537
2012.75,3,41935,370,729,14698,26743,84484,-0.215,49.637,-0.596,17.397
2012.75,4,30798,77,413,18343,27178,76816,0.317,40.093,-0.236,23.879
2012.75,5,27285,133,602,50510,46076,124614,-0.215,21.896,-0.015,40.533
2012.75,6,32444,354,987,44876,38069,116733,-0.152,27.793,-0.774,38.443
2012.75,7,62444,108,690,23213,31617,118073,-0.184,52.886,0.087,19.660
2012.75,8,29175,94,422,23939,27014,80646,0.304,36.177,0.478,29.684
2012.75,9,43475,402,920,38829,34615,118248,0.060,36.766,-0.607,32.837
2012.75,10,42931,301,862,38933,33908,116944,0.157,36.711,-0.566,33.292
2012.75,11,30861,144,711,46041,36814,114580,0.016,26.934,0.072,40.182
2012.75,12,23356,119,782,57054,37592,118914,-0.104,19.641,0.550,47.979
2012.75,13,23292,67,507,39541,32254,95668,0.245,24.347,-0.084,41.331
2012.75,14,35754,174,627,50224,39227,126017,-0.235,28.372,0.062,39.855
2012.75,15,27426,144,908,52943,38920,120351,0.032,22.788,0.084,43.990
2012.75,16,23816,109,652,42558,38372,105521,0.042,22.570,1.151,40.331
2012.75,17,29119,125,737,46378,40284,116662,0.284,24.960,0.281,39.754
2012.75,18,37563,232,1064,48668,42218,129758,0.302,28.949,0.186,37.507
2012.75,19,27432,51,626,12787,25783,66682,1.662,41.139,-0.470,19.176
2012.75,20,30207,173,850,40945,34972,107157,0.231,28.189,0.101,38.210
2012.75,21,30758,93,585,41790,35690,108919,0.186,28.239,0.478,38.368
2012.75,22,28034,83,585,57790,39679,126177,0.001,22.218,0.278,45.801
2012.75,23,30034,130,811,65292,45828,142104,0.140,21.135,0.431,45.947
2012.75,24,33347,264,899,20740,28456,83712,1.256,39.835,-0.465,24.775
2012.75,25,25085,146,744,55488,35120,116598,-0.230,21.514,1.409,47.589
2012.75,26,25974,250,919,20459,30275,77887,1.224,33.348,0.465,26.268
2012.75,27,35301,100,570,10468,27068,73510,0.920,48.022,-0.362,14.240
2012.75,28,33975,168,976,48589,34461,118178,0.275,28.749,-0.242,41.115
2012.75,29,25205,51,789,12927,23328,62303,1.271,40.456,-0.326,20.749
2012.75,30,24494,88,724,14589,22447,62344,0.957,39.288,-0.322,23.401
2012.5,1,23723,205,790,59031,39361,123119,-3.993,19.268,5.515,47.946
2012.5,2,35220,97,542,20862,27584,84309,-14.628,41.775,9.940,24.745
2012.5,3,38894,348,665,14038,24067,78019,27.600,49.852,-22.909,17.993
2012.5,4,29926,77,408,18143,26676,75236,17.463,39.776,-21.126,24.115
2012.5,5,26744,123,578,49045,44460,120954,-12.064,22.111,-0.038,40.548
2012.5,6,30924,318,906,43397,35111,110657,4.054,27.946,-3.137,39.218
2012.5,7,61151,105,688,22554,30730,115228,30.710,53.070,-24.842,19.573
2012.5,8,30188,94,440,24578,28852,84153,14.361,35.873,-15.481,29.206
2012.5,9,41197,379,841,37536,32274,112235,9.114,36.706,-6.763,33.444
2012.5,10,40708,290,813,37706,31841,111366,5.733,36.553,-1.095,33.858
2012.5,11,30163,135,674,44945,36132,112053,-2.266,26.919,-3.132,40.110
2012.5,12,23664,110,758,56842,38462,119845,-9.004,19.746,13.466,47.430
2012.5,13,22755,66,489,39101,31995,94411,-18.041,24.102,24.111,41.416
2012.5,14,35089,172,578,48809,38002,122658,-14.684,28.607,22.043,39.793
2012.5,15,26734,138,836,51581,38181,117478,-18.376,22.757,20.328,43.907
2012.5,16,25163,117,702,43764,41943,111698,-24.650,22.528,24.339,39.181
2012.5,17,29341,120,746,46934,41750,118902,-7.517,24.677,10.118,39.473
2012.5,18,37612,237,1042,49002,43392,131299,2.777,28.646,-0.688,37.321
2012.5,19,25992,51,661,12935,26200,65841,17.235,39.477,-25.123,19.646
2012.5,20,30113,162,831,41046,35545,107707,0.098,27.958,0.195,38.109
2012.5,21,31480,96,591,42518,37526,112215,3.607,28.053,-2.045,37.890
2012.5,22,28156,86,573,57691,40219,126730,0.617,22.217,1.757,45.523
2012.5,23,30342,127,790,65779,47475,144518,-10.173,20.995,15.090,45.516
2012.5,24,31548,256,883,20640,28445,81774,3.734,38.579,-5.181,25.240
2012.5,25,26765,160,776,56844,38534,123092,-14.757,21.744,15.628,46.180
2012.5,26,27150,288,988,21807,34274,84515,1.771,32.124,-14.318,25.803
2012.5,27,33218,89,581,10298,26336,70523,-1.058,47.102,-5.252,14.602
2012.5,28,32939,169,927,47843,33796,115682,-14.101,28.474,14.670,41.357
2012.5,29,24379,61,879,13112,23784,62216,-4.968,39.184,-1.304,21.075
2012.5,30,23820,97,794,14742,22687,62142,10.980,38.332,-17.346,23.723
2012.25,1,29696,307,898,54169,42592,127662,-0.156,23.261,0.094,42.432
2012.25,2,55795,216,800,14645,27464,98922,0.499,56.403,0.000,14.805
2012.25,3,26158,115,580,48081,42617,117552,-0.323,22.252,0.316,40.902
2012.25,4,38457,128,855,77971,54930,172348,-0.218,22.314,0.227,45.240
2012.25,5,34886,85,482,41431,25197,102082,-0.740,34.174,0.704,40.586
2012.25,6,25968,151,845,46036,35686,108691,-0.220,23.892,0.304,42.355
2012.25,7,23544,105,675,46768,34202,105297,-0.193,22.360,0.248,44.415
2012.25,8,28109,137,727,58393,43298,130669,-0.231,21.512,0.247,44.688
2012.25,9,30063,100,602,43807,34378,108954,-0.259,27.592,0.180,40.207
2012.25,10,21527,113,651,24413,23134,69846,-0.225,30.821,0.165,34.953
2012.25,11,28868,143,775,42773,26349,98914,-0.247,29.185,0.253,43.243
2012.25,12,46351,178,1223,54758,58706,161224,-0.294,28.749,0.172,33.964
2012.25,13,23860,48,860,9797,22051,56616,-0.244,42.144,0.111,17.304
2012.25,14,15902,56,513,6520,13741,36733,-0.177,43.291,0.076,17.750
2012.25,15,21509,176,663,12330,17611,52292,-0.302,41.132,0.146,23.579
2012.25,16,37083,101,736,11666,29014,78602,-0.278,47.178,0.089,14.842
2012.25,17,28785,312,1072,26247,32994,89412,-0.461,32.194,0.400,29.355
2012.25,18,18605,138,612,27336,25216,71920,-0.262,25.869,0.190,38.009
2012.25,19,25658,135,690,51644,37222,115358,-0.168,22.242,0.222,44.768
2012.25,20,28964,162,776,39416,34635,103963,-0.223,27.860,0.319,37.913
2012.25,21,37177,200,1050,60732,52908,152077,-0.216,24.446,0.288,39.935
2012.25,22,37437,173,1098,75853,58748,173316,-0.189,21.600,0.271,43.766
2012.25,23,47219,183,962,46095,57031,151496,-0.459,31.168,0.429,30.427
2012.25,24,26726,54,322,23333,26262,76699,-0.316,34.845,0.150,30.422
2012.25,25,38018,188,600,31822,33525,104157,-0.319,36.501,0.284,30.552
2012.25,26,35937,199,690,47500,34064,118394,-0.225,30.354,0.653,40.120
2012.25,27,38301,287,669,15790,24476,79528,-0.094,48.160,0.422,19.855
2012.25,28,33837,416,702,21210,23302,79476,-0.094,42.575,0.515,26.687
2012.25,29,29403,142,561,14903,21581,66594,-0.241,44.153,0.516,22.379
2012.25,30,39064,181,841,58655,44073,142821,-0.221,27.352,0.439,41.069
2012,1,29623,318,893,53556,42107,126498,-0.270,23.418,0.012,42.337
2012,2,56938,249,868,15078,28717,101850,-0.112,55.904,-0.029,14.804
2012,3,26230,116,579,47156,42107,116189,-0.374,22.575,0.183,40.586
2012,4,38531,129,846,76975,54520,171006,-0.234,22.532,0.022,45.013
2012,5,35223,79,490,40235,24856,100885,-0.297,34.914,0.135,39.882
2012,6,26139,157,849,45587,35676,108409,-0.190,24.111,0.683,42.051
2012,7,23714,110,689,46442,34192,105150,-0.285,22.553,0.615,44.167
2012,8,28581,137,753,58418,43558,131451,-0.204,21.743,-0.123,44.441
2012,9,30120,93,605,43287,34036,108145,-0.171,27.851,-0.131,40.027
2012,10,21663,111,658,24274,23065,69777,-0.117,31.046,0.768,34.788
2012,11,29093,141,793,42494,26322,98848,-0.230,29.432,0.597,42.989
2012,12,46331,179,1227,53906,57872,159521,-0.276,29.044,0.051,33.792
2012,13,23919,47,890,9702,21871,56429,-0.210,42.388,0.186,17.193
2012,14,15927,54,527,6476,13657,36641,0.107,43.468,0.368,17.674
2012,15,21590,177,676,12210,17452,52106,-0.049,41.435,0.699,23.433
2012,16,37449,104,746,11642,28969,78912,0.057,47.457,0.067,14.753
2012,17,29541,328,1113,26194,33286,90464,-0.268,32.655,-0.041,28.955
2012,18,18653,140,609,26996,24975,71383,-0.232,26.131,0.057,37.819
2012,19,25604,132,697,50895,36918,114252,-0.194,22.410,-0.093,44.546
2012,20,29118,165,792,38981,34626,103687,-0.258,28.083,0.094,37.595
2012,21,37032,200,1060,59534,52324,150159,-0.219,24.662,-0.154,39.647
2012,22,37267,166,1089,74390,58113,171031,-0.230,21.790,-0.081,43.495
2012,23,47753,188,957,45292,56790,150986,-0.481,31.627,0.073,29.997
2012,24,26583,55,325,22886,25750,75602,-0.573,35.162,-0.179,30.272
2012,25,37988,185,614,31229,33154,103174,-0.372,36.819,0.053,30.268
2012,26,36026,205,696,46498,34386,117814,-0.110,30.579,-0.008,39.467
2012,27,38484,285,691,15498,24792,79752,-0.351,48.255,0.009,19.433
2012,28,33858,418,740,20768,23561,79351,-0.343,42.669,-0.130,26.172
2012,29,29615,138,580,14585,21789,66710,-0.350,44.394,-0.070,21.863
2012,30,39193,190,860,57754,44143,142145,-0.183,27.573,-0.051,40.630
2011.75,1,29837,318,923,53313,41568,125959,-0.274,23.688,-0.024,42.326
2011.75,2,57181,253,888,15142,28616,102080,-0.099,56.016,0.107,14.833
2011.75,3,26985,120,597,47507,42374,117584,-0.449,22.950,0.435,40.403
2011.75,4,39149,135,858,77368,54450,171963,-0.217,22.766,-0.124,44.991
2011.75,5,35612,82,484,40200,24760,101140,-0.452,35.211,-0.028,39.747
2011.75,6,27701,167,932,47155,38034,113990,-0.374,24.301,0.427,41.368
2011.75,7,25126,116,775,47916,36085,110020,-0.245,22.838,0.432,43.552
2011.75,8,28641,138,769,58158,42795,130504,-0.211,21.946,-0.303,44.564
2011.75,9,30073,93,612,43096,33441,107316,-0.302,28.023,-0.175,40.158
2011.75,10,23256,115,742,25388,25124,74627,-0.215,31.163,0.525,34.020
2011.75,11,30774,149,863,43981,27978,103747,-0.242,29.663,0.423,42.393
2011.75,12,47569,182,1278,54742,58465,162241,-0.313,29.320,-0.197,33.741
2011.75,13,25214,49,998,10067,22863,59191,-0.268,42.598,-0.141,17.008
2011.75,14,17343,59,614,6922,15058,39997,0.069,43.361,-0.108,17.306
2011.75,15,23862,204,802,13077,19575,57521,-0.008,41.484,0.359,22.734
2011.75,16,40060,118,849,12412,31076,84515,-0.304,47.400,-0.078,14.686
2011.75,17,29499,334,1142,25980,32641,89599,-0.434,32.923,-0.245,28.996
2011.75,18,18762,144,643,26874,24739,71168,-0.228,26.363,-0.428,37.761
2011.75,19,25690,133,691,50734,36403,113654,-0.187,22.604,-0.280,44.639
2011.75,20,29992,171,823,39686,35153,105827,-0.260,28.341,-0.109,37.501
2011.75,21,36867,196,1061,58975,51072,148175,-0.237,24.881,-0.336,39.801
2011.75,22,37253,166,1104,73724,56933,169184,-0.183,22.019,-0.232,43.576
2011.75,23,48058,182,969,44789,55672,149672,-0.444,32.109,-0.159,29.925
2011.75,24,26483,56,316,22567,24684,74109,0.239,35.735,-0.143,30.451
2011.75,25,38180,182,617,31019,32659,102659,-0.245,37.191,-0.125,30.216
2011.75,26,35721,196,704,45949,33827,116399,-0.201,30.688,-0.083,39.475
2011.75,27,38158,278,707,15249,24112,78505,-0.021,48.606,0.149,19.424
2011.75,28,33293,406,726,20359,22614,77404,-0.154,43.012,0.260,26.302
2011.75,29,29374,130,570,14399,21175,65650,-0.137,44.743,0.102,21.933
2011.75,30,39179,189,856,57425,43504,141158,-0.226,27.755,-0.188,40.681
2011.5,1,30282,330,945,53519,41298,126374,-0.273,23.962,-0.229,42.350
2011.5,2,56810,244,881,14909,28394,101238,-0.316,56.115,0.006,14.727
2011.5,3,29397,135,634,50213,45256,125635,-0.291,23.399,-0.107,39.967
2011.5,4,39387,134,869,77317,53670,171377,-0.196,22.983,-0.182,45.115
2011.5,5,35909,83,483,40050,24167,100692,-0.410,35.662,-0.017,39.775
2011.5,6,29323,166,993,48653,39703,118838,-0.159,24.675,-0.226,40.941
2011.5,7,26477,133,819,49462,37816,114707,-0.143,23.082,-0.218,43.120
2011.5,8,28548,137,764,57808,41585,128842,-0.219,22.157,-0.214,44.867
2011.5,9,30137,88,609,42913,32650,106397,-0.210,28.325,-0.206,40.333
2011.5,10,24942,129,823,26625,26970,79489,-0.265,31.378,-0.171,33.495
2011.5,11,32380,159,915,45444,29381,108279,-0.144,29.904,-0.249,41.969
2011.5,12,47998,184,1301,54972,57521,161976,-0.298,29.633,-0.145,33.938
2011.5,13,25884,51,1115,10355,22979,60384,-0.385,42.866,-0.138,17.149
2011.5,14,18317,70,699,7368,15857,42311,-0.265,43.291,-0.093,17.414
2011.5,15,25856,210,909,13943,21397,62315,-0.357,41.492,-0.198,22.375
2011.5,16,41709,125,916,12909,31774,87433,-0.415,47.704,-0.120,14.764
2011.5,17,29376,330,1137,25751,31470,88064,-0.282,33.358,-0.261,29.241
2011.5,18,18724,136,638,26891,24026,70415,-0.062,26.591,-0.462,38.189
2011.5,19,25777,132,687,50806,35703,113105,-0.202,22.790,-0.215,44.919
2011.5,20,30539,173,841,40158,35065,106776,-0.218,28.601,-0.244,37.610
2011.5,21,36707,191,1027,58657,49560,146142,-0.241,25.117,-0.236,40.137
2011.5,22,37243,170,1102,73486,55742,167743,-0.185,22.202,-0.136,43.809
2011.5,23,48514,185,977,44835,54522,149033,-0.672,32.553,0.193,30.084
2011.5,24,28170,61,364,24280,26486,79361,-0.197,35.496,-0.210,30.594
2011.5,25,38491,183,626,31195,32322,102817,-0.141,37.436,-0.220,30.340
2011.5,26,35935,194,711,46020,33475,116335,-0.086,30.889,0.031,39.558
2011.5,27,40505,295,778,16056,25663,83297,-0.086,48.627,-0.094,19.276
2011.5,28,35556,417,813,21451,24134,82371,-0.090,43.166,-0.028,26.042
2011.5,29,30777,141,618,14971,22069,68576,-0.172,44.880,-0.048,21.831
2011.5,30,39562,188,860,57785,42994,141389,-0.225,27.981,-0.040,40.870
2011.25,1,30486,330,945,53560,40471,125792,-0.126,24.235,-0.076,42.578
2011.25,2,56726,230,881,14798,27888,100523,-0.239,56.431,-0.031,14.721
2011.25,3,29754,127,633,50332,44751,125597,-0.270,23.690,-0.012,40.074
2011.25,4,39425,131,860,77046,52627,170089,-0.194,23.179,-0.242,45.297
2011.25,5,35981,77,476,39691,23523,99748,-0.269,36.072,-0.093,39.791
2011.25,6,29234,163,980,48460,38881,117718,-0.152,24.834,-0.179,41.166
2011.25,7,26527,129,807,49500,37255,114218,-0.196,23.225,-0.264,43.338
2011.25,8,28647,136,753,57715,40772,128023,-0.173,22.376,-0.258,45.082
2011.25,9,30232,85,596,42950,32084,105947,-0.214,28.535,-0.237,40.539
2011.25,10,24992,129,827,26590,26443,78981,-0.256,31.643,-0.307,33.666
2011.25,11,32390,148,906,45508,28841,107793,-0.110,30.048,-0.285,42.218
2011.25,12,48495,185,1317,55222,56803,162022,-0.257,29.931,-0.262,34.083
2011.25,13,25850,45,1129,10332,22412,59768,-0.473,43.251,-0.160,17.287
2011.25,14,18329,73,709,7367,15603,42081,-0.356,43.556,-0.186,17.507
2011.25,15,25865,206,910,13951,20873,61805,-0.326,41.849,-0.238,22.573
2011.25,16,41739,118,928,12911,31045,86741,-0.431,48.119,-0.110,14.885
2011.25,17,29309,325,1131,25704,30657,87126,-0.307,33.640,-0.299,29.502
2011.25,18,18520,135,626,26857,23347,69485,-0.220,26.653,-0.509,38.652
2011.25,19,25881,134,688,50805,35055,112563,-0.191,22.992,-0.223,45.135
2011.25,20,30532,171,833,40103,34304,105943,-0.221,28.819,-0.277,37.853
2011.25,21,36763,187,1030,58530,48463,144973,-0.208,25.359,-0.291,40.373
2011.25,22,37423,169,1115,73459,54997,167163,-0.196,22.387,-0.278,43.945
2011.25,23,50850,183,988,45747,55280,153048,-0.430,33.225,-0.160,29.891
2011.25,24,28605,63,366,24687,26421,80142,-0.228,35.693,-0.209,30.804
2011.25,25,38722,178,638,31491,32016,103045,-0.204,37.578,-0.158,30.560
2011.25,26,36627,197,724,46739,33958,118245,-0.097,30.976,-0.187,39.527
2011.25,27,40867,293,802,16250,25681,83893,-0.168,48.713,-0.085,19.370
2011.25,28,36461,423,843,21975,24589,84291,-0.279,43.256,-0.239,26.070
2011.25,29,31620,144,640,15356,22426,70186,-0.347,45.052,-0.079,21.879
2011.25,30,40272,191,870,58409,43034,142776,-0.177,28.206,-0.187,40.910
2011,1,30881,317,959,54071,40537,126765,-0.228,24.361,-0.241,42.655
2011,2,56894,233,885,14810,27574,100396,-0.197,56.670,-0.016,14.752
2011,3,30354,134,628,50784,44787,126687,-0.262,23.960,-0.106,40.086
2011,4,39418,129,835,76801,51465,168648,-0.256,23.373,-0.162,45.539
2011,5,36138,71,486,39662,23085,99442,-0.371,36.341,-0.005,39.885
